start_time,mean_CPU_usage,canonical_mem_usage,assigned_mem_usage,unmapped_page_cache_mem_usage,total_page_cache_mem_usage,max_mem_usage,mean_disk_IO_time,mean_local_disk_space_used,max_CPU_usage,max_disk_IO_time,CPI,MAI,sampled_CPU_usage,nr_of_tasks,scheduling_class
600000000.0,0.059513,0.0156974,0.031468,0.0097648,0.0138537,0.0162024,0.0004424999999999,0.00063991,0.292977,0.0308587,53.655,0.192305,0.071488,17,3
900000000.0,0.059213,0.0156241,0.031478,0.0086375,0.0127206,0.0160987,0.000447297,0.00063895,0.242925,0.0298552,55.353,0.19232,0.0555758,17,3
1200000000.0,0.060018,0.0157337,0.031486,0.0092279,0.0133121,0.0162483,0.0004034,0.00063799,0.26053,0.0307151,54.718,0.188052,0.054784,17,3
1500000000.0,0.060386,0.0157137,0.031486,0.0095844,0.0136671,0.0162539,0.00051021,0.00063895,0.252866,0.0346401,54.282,0.190569,0.0522969999999999,17,3
1800000000.0,0.0601159999999999,0.0157492,0.031482,0.0101345,0.0142182,0.0162784,0.00035287,0.00063895,0.236596,0.0248606,53.892,0.189247,0.070269,17,3
2100000000.0,0.061264,0.0157435,0.03148,0.0099649,0.0140485,0.0162655999999999,0.00039195,0.00063991,0.245144,0.0267166,54.367,0.189731,0.059579,17,3
2400000000.0,0.060907,0.0157451,0.03148,0.0098447,0.0139311,0.0162262,0.00042248,0.00064183,0.260499,0.031008,54.626,0.189782,0.064782,17,3
2700000000.0,0.060538,0.0157502,0.031478,0.0105018,0.0145931,0.0162571,0.00042628,0.00064087,0.2275599999999999,0.0328606,54.39,0.188522,0.048471,17,3
3000000000.0,0.059998,0.0156507,0.031476,0.0095664,0.0136512,0.0161479,0.00040912,0.00064183,0.283181,0.0264982,54.772,0.190336,0.053676,17,3
3300000000.0,0.061405,0.0157603,0.03148,0.0094118,0.0134999,0.0161987,0.0004139,0.00064087,0.256658,0.0273538,54.698,0.189764,0.0510375,17,3
3600000000.0,0.061995,0.0156574,0.031476,0.00895974,0.0130457,0.0161619,0.00043202,0.00063895,0.2254799999999999,0.0317206,54.558,0.188094,0.057483,17,3
3900000000.0,0.063582,0.01581,0.031474,0.009693,0.0137811,0.0163128,0.00040435,0.00063895,0.25268,0.0319357,54.776,0.190574,0.063739,17,3
4200000000.0,0.061413,0.0156745,0.031472,0.0101003,0.0141863,0.0162464,0.0003375999999999,0.00063895,0.244294,0.0238599,54.804,0.190763,0.0579379999999999,17,3
4500000000.0,0.060166,0.0157097,0.03147,0.0100192,0.0141052,0.0162348,0.0004424999999999,0.00063799,0.235424,0.0304294999999999,54.306,0.187546,0.06464,17,3
4800000000.0,0.06126,0.0157136,0.031468,0.0092927,0.0133774,0.0161968,0.00037481,0.00063895,0.2578,0.0257886,52.614,0.1772169999999999,0.061289,17,3
5100000000.0,0.062916,0.0157223,0.031474,0.0092947,0.0133793,0.0162618,0.00041963,0.00064183,0.235674,0.0321436,52.898,0.179343,0.063567,17,3
5400000000.0,0.063707,0.0158271,0.03147,0.0093089,0.013391,0.0163038,0.00042916,0.00064183,0.267359,0.0287163,53.376,0.1806,0.056315,17,3
5700000000.0,0.064814,0.0158624,0.031462,0.0099163,0.0140004999999999,0.0163712,0.00040342,0.00064183,0.233173,0.0256419,52.835,0.178159,0.08346,17,3
6000000000.0,0.064129,0.0158367,0.031456,0.0093577,0.0134395,0.0163645,0.00035095,0.00063991,0.243814,0.0266426,52.716,0.177451,0.057877,17,3
6300000000.0,0.064007,0.0158129,0.031456,0.0099128,0.0140004999999999,0.0163743,0.00042819,0.00063895,0.29232,0.0290764,53.457,0.1799,0.068798,17,3
6600000000.0,0.064785,0.0157937,0.031452,0.009535,0.0136194,0.0163082,0.00044442,0.00063799,0.23203,0.0305747,53.256,0.178902,0.079608,17,3
6900000000.0,0.064428,0.0158307,0.03145,0.0092391,0.0133255,0.0162955,0.0003891099999999,0.00063799,0.227918,0.0314251,53.529,0.180424,0.060722,17,3
7200000000.0,0.067429,0.0157938,0.031448,0.0079251,0.0120094,0.0163245999999999,0.00038433,0.00063895,0.23563,0.0286811,54.898,0.187057,0.052388,17,3
7500000000.0,0.06667,0.0158357,0.031444,0.00766,0.0117461,0.0163542,0.00038814,0.00064183,0.25931,0.0287896,53.452,0.18041,0.062755,17,3
7800000000.0,0.066157,0.0158071,0.031438,0.0079004,0.0119827,0.0163479999999999,0.00048923,0.00064087,0.28595,0.0304998,53.055,0.179256,0.067782,17,3
8100000000.0,0.065168,0.0158252,0.031442,0.0087814,0.0128652,0.0163292,0.00039293,0.00064087,0.246504,0.030715,53.058,0.179068,0.059151,17,3
8400000000.0,0.065917,0.0159215,0.031446,0.0096285,0.0137151,0.0164672,0.00045969,0.00064087,0.24043,0.0322886,53.02,0.178714,0.0643630999999999,17,3
8700000000.0,0.065225,0.0158617,0.031438,0.0100678,0.0141513,0.0164253,0.00036049,0.00063895,0.2432969999999999,0.023997,52.629,0.176529,0.053469,17,3
