r2,loss,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-0.10128663601428348,0.00022462387278210372,8.183011293411255,True,False,,,1,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-21-31,1690456891,8.183011293411255,2604279,cool-unicorn,128.131.172.180,8.183011293411255,0,1,0.0021343231201171875
-0.08117568896883151,0.00018785840074997395,5.6095826625823975,True,False,,,2,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-21-36,1690456896,13.792593955993652,2604279,cool-unicorn,128.131.172.180,13.792593955993652,0,2,0.0021343231201171875
-0.1010810743358676,0.00020666288037318736,6.385703086853027,True,False,,,3,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-21-43,1690456903,20.17829704284668,2604279,cool-unicorn,128.131.172.180,20.17829704284668,0,3,0.0021343231201171875
-0.030125446704311682,0.0001207108361995779,6.247112274169922,True,False,,,4,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-21-49,1690456909,26.4254093170166,2604279,cool-unicorn,128.131.172.180,26.4254093170166,0,4,0.0021343231201171875
0.0002496852230899983,6.235588080016896e-05,6.379093647003174,True,False,,,5,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-21-55,1690456915,32.804502964019775,2604279,cool-unicorn,128.131.172.180,32.804502964019775,0,5,0.0021343231201171875
-0.001890080725818478,5.940045593888499e-05,6.150124549865723,True,False,,,6,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-01,1690456921,38.9546275138855,2604279,cool-unicorn,128.131.172.180,38.9546275138855,0,6,0.0021343231201171875
-0.004086460367070536,5.65099689993076e-05,6.388711929321289,True,False,,,7,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-08,1690456928,45.34333944320679,2604279,cool-unicorn,128.131.172.180,45.34333944320679,0,7,0.0021343231201171875
-0.003983986512942746,5.563904778682627e-05,6.138521671295166,True,False,,,8,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-14,1690456934,51.48186111450195,2604279,cool-unicorn,128.131.172.180,51.48186111450195,0,8,0.0021343231201171875
-0.004435158073553421,5.480769686982967e-05,6.379271984100342,True,False,,,9,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-20,1690456940,57.861133098602295,2604279,cool-unicorn,128.131.172.180,57.861133098602295,0,9,0.0021343231201171875
-0.004989069783356841,5.4619129514321685e-05,6.15737509727478,True,False,,,10,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-27,1690456947,64.01850819587708,2604279,cool-unicorn,128.131.172.180,64.01850819587708,0,10,0.0021343231201171875
-0.005475281233735718,5.3546220442513004e-05,6.3763427734375,True,False,,,11,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-33,1690456953,70.39485096931458,2604279,cool-unicorn,128.131.172.180,70.39485096931458,0,11,0.0021343231201171875
-0.004857175657265661,5.470643736771308e-05,6.162784576416016,True,False,,,12,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-39,1690456959,76.55763554573059,2604279,cool-unicorn,128.131.172.180,76.55763554573059,0,12,0.0021343231201171875
-0.0046084409552816655,5.352048538043164e-05,6.379698991775513,True,False,,,13,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-45,1690456965,82.9373345375061,2604279,cool-unicorn,128.131.172.180,82.9373345375061,0,13,0.0021343231201171875
-0.00639175143934017,5.3745035984320566e-05,6.138585090637207,True,False,,,14,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-52,1690456972,89.07591962814331,2604279,cool-unicorn,128.131.172.180,89.07591962814331,0,14,0.0021343231201171875
-0.004781231555909814,5.4455034842249006e-05,6.383991956710815,True,False,,,15,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-22-58,1690456978,95.45991158485413,2604279,cool-unicorn,128.131.172.180,95.45991158485413,0,15,0.0021343231201171875
-0.005043753766336285,5.324748417478986e-05,6.145058870315552,True,False,,,16,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-23-04,1690456984,101.60497045516968,2604279,cool-unicorn,128.131.172.180,101.60497045516968,0,16,0.0021343231201171875
-0.0044910697590789415,5.3659048717236146e-05,6.390130043029785,True,False,,,17,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-23-10,1690456990,107.99510049819946,2604279,cool-unicorn,128.131.172.180,107.99510049819946,0,17,0.0021343231201171875
-0.004393418999259391,5.3438630857272074e-05,6.1405088901519775,True,False,,,18,3e91d_00029,e259eb58c80344aaad29d9b436a30e4c,2023-07-27_13-23-17,1690456997,114.13560938835144,2604279,cool-unicorn,128.131.172.180,114.13560938835144,0,18,0.0021343231201171875
