start_time	mean_cpu_usage	mean_disk_io_time	canonical_mem_usage
1260300000000	0.46625000424683094	NULL	1.9917199537158012
1384500000000	0.809370007365942	NULL	2.1688100025057793
1508700000000	0.37137999944388866	NULL	2.168800011277199
1632900000000	0.9052800014615059	NULL	2.169900007545948
1757100000000	0.5636699963361025	NULL	2.1698900163173676
1881300000000	0.6940200049430132	NULL	2.1694000214338303
2267400000000	0.8843900077044964	NULL	2.166639968752861
2295900000000	0.5990300010889769	NULL	2.1655599623918533
1234500000000	0.5600799955427647	NULL	2.1633699610829353
1358700000000	0.6905199978500605	NULL	2.167959988117218
1482900000000	1.0443100035190582	NULL	2.1696500033140182
1607100000000	0.6807799953967333	NULL	2.169650010764599
1731300000000	0.8733399994671345	NULL	2.1701400130987167
1855500000000	0.3599299993366003	NULL	2.1694000214338303
2171100000000	0.9531700015068054	NULL	2.167359970510006
2365800000000	0.4792900010943413	NULL	2.1654399633407593
42300000000	0.3896599989384413	0.015037740345178463	2.1648800149559975
166500000000	1.0163499899208546	6.866600015200675E-4	2.171000011265278
290700000000	0.35129999928176403	3.032509976037545E-4	2.1706399992108345
386400000000	0.4429300045594573	2.9278699548740406E-4	2.171010009944439
414900000000	0.824909994378686	0.0017251600002055056	2.1830899715423584
510600000000	1.01927999407053	0.004313550005463185	2.17492001503706
539100000000	0.8420200031250715	6.866400035505649E-4	2.17246001213789
634800000000	0.4465400008484721	5.350329956854694E-4	2.176529996097088
759000000000	0.7731700018048286	4.3198999810556415E-4	2.1729600206017494
883200000000	0.8105100002139807	5.616970020128065E-4	2.1723400205373764
978900000000	0.4725799970328808	3.7954299796183477E-4	2.1723400205373764
998401000000	0.024380000308156013	1.3349999790079892E-5	0.08715999871492386
1007400000000	0.7690200060606003	4.8352399971918203E-4	2.1725900173187256
1447200000000	0.7120299991220236	NULL	2.168920010328293
1571400000000	0.9475200064480305	NULL	2.169770009815693
1695600000000	0.8115600030869246	NULL	2.169900007545948
1819800000000	0.8544500134885311	NULL	2.1700100153684616
1944000000000	0.42968999966979027	NULL	2.1695200204849243
2068200000000	0.8187399972230196	NULL	2.170380011200905
2288100000000	0.39726000279188156	NULL	2.1654399633407593
42600000000	0.39850000012665987	4.673119965445949E-4	2.1708600148558617
71100000000	0.8355899956077337	7.552900042355759E-4	2.1719900146126747
166800000000	0.9848800040781498	0.005357070003810804	2.173800028860569
291000000000	0.3614699998870492	4.968730040673108E-4	2.1706399992108345
415200000000	0.8463100008666515	5.922600021222024E-4	2.1723300218582153
510900000000	1.004730001091957	0.0011644299993349705	2.1800899654626846
539400000000	0.8385299984365702	6.627800012211083E-4	2.17246001213789
635100000000	0.4467300046235323	5.06399996993423E-4	2.1711100190877914
663600000000	0.741609999909997	5.96049998421222E-4	2.1720800325274467
759300000000	0.7782700005918741	5.054600051153102E-4	2.1730800196528435
883500000000	0.785160006955266	5.178300016268622E-4	2.1723400205373764
979200000000	0.4890999961644411	3.604850026022177E-4	2.1723400205373764
1007700000000	0.7352300006896257	5.120799951328081E-4	2.085800014436245
1103400000000	0.9014300107955933	5.894099995202851E-4	2.1722300052642822
1227600000000	0.8467700053006411	NULL	2.1744300201535225
1351800000000	0.6430199965834618	NULL	2.1677199974656105
1476000000000	1.0596700012683868	NULL	2.1694099977612495
1600200000000	0.5509200021624565	NULL	2.1692800149321556
2040000000000	0.6323300022631884	NULL	2.1700200140476227
2164200000000	0.9705800004303455	NULL	2.1673599630594254
2288400000000	0.41365000419318676	NULL	2.1654399633407593
87000000000	1.0136299952864647	0.0034090800018020673	2.171740010380745
211200000000	0.40858000330626965	3.9291000121011166E-4	2.1706399992108345
306900000000	0.4179899990558624	5.016469986003358E-4	2.1708899959921837
335400000000	0.867320004850626	0.0034494100200390676	2.1723300218582153
431100000000	1.0043499991297722	0.001136769998993259	2.177979990839958
459600000000	0.6157800015062094	0.004204100026981905	2.1814099624753
555300000000	0.43034000787883997	0.001667930009716656	2.180919960141182
679500000000	0.9096099995076656	6.69460003337008E-4	2.1732000187039375
775200000000	1.056400004774332	7.276500127773033E-4	2.1733200177550316
803700000000	0.5172500032931566	0.0016593700165685732	2.182359956204891
899400000000	0.35800999868661165	2.174329997615132E-4	2.1721000149846077
927900000000	0.8238999973982573	4.530200003500795E-4	2.1725900173187256
1023600000000	0.8081300090998411	5.216580070737109E-4	2.1728300228714943
1147800000000	0.7160899993032217	5.178400006116135E-4	2.171850010752678
1218300000000	0.9559999946504831	NULL	2.3077100068330765
1272000000000	0.6953800041228533	NULL	1.9931699708104134
1342500000000	0.5059500019997358	NULL	2.167599990963936
1396200000000	0.9142299965023994	NULL	2.1696500033140182
1782300000000	0.7280299980193377	NULL	2.1697700172662735
1836000000000	0.6807299964129925	NULL	2.1698900163173676
1906500000000	0.9183800034224987	NULL	2.170260012149811
1960200000000	0.6496399994939566	NULL	1.9095200076699257
2030700000000	0.43647000566124916	NULL	2.1698900163173676
2084400000000	0.9368999972939491	NULL	2.178979977965355
2154900000000	0.8579400051385164	NULL	2.1744000241160393
2332800000000	0.8681600075215101	NULL	2.166159965097904
2428500000000	0.9055999964475632	NULL	2.1662799641489983
74700000000	0.9509200155735016	0.0019827399955829605	2.181039959192276
103200000000	0.7814400047063828	6.856899981357856E-4	2.1714900135993958
198900000000	0.5663799997419119	0.005288909982482437	2.175510011613369
323100000000	0.692759994417429	0.0045969100210641045	2.1779799833893776
447300000000	1.099870003759861	7.657800033484818E-4	2.1723300218582153
543000000000	0.7280300036072731	5.493000007845694E-4	2.1722100153565407
571500000000	0.7289199959486723	7.085700017341878E-4	2.172570027410984
667200000000	0.8074500095099211	9.536900015518768E-4	2.181519962847233
791400000000	1.0667099989950657	9.68940006714547E-4	2.177019990980625
915600000000	0.5773900002241135	3.042269954676158E-4	2.1723400205373764
1011300000000	0.7611200045794249	0.0012044800059811678	2.0888600051403046
1039800000000	0.9607899971306324	6.294399991020327E-4	2.1728300228714943
1110300000000	0.8765600007027388	6.780699959563208E-4	2.1722300052642822
1164000000000	0.4010899970307946	NULL	2.1713600158691406
1425900000000	0.42592999804764986	NULL	2.16856000572443
1479600000000	1.0387599915266037	NULL	2.169530004262924
1550100000000	0.8761200029402971	NULL	2.169770009815693
1603800000000	0.6082899961620569	NULL	2.1694100126624107
1674300000000	0.4490399993956089	NULL	2.169530011713505
1728000000000	0.8993299975991249	NULL	2.1701400130987167
1798500000000	0.7824199981987476	NULL	2.169650010764599
1852200000000	0.36185999773442745	NULL	2.1696400195360184
1922700000000	0.7264300025999546	NULL	2.1700200140476227
1976400000000	0.8294000029563904	NULL	2.170270010828972
2046900000000	0.7433699984103441	NULL	2.1735900044441223
2100600000000	0.5427299980074167	NULL	2.1656799763441086
2224800000000	0.7576700001955032	NULL	2.166519969701767
2320500000000	0.8095799963921309	NULL	2.165799967944622
84900000000	0.9759200140833855	7.524500051658833E-4	2.171740010380745
209100000000	0.39731999952346087	3.1947299703460885E-4	2.170760005712509
304800000000	0.39647999964654446	0.003815560026851017	2.171130008995533
333300000000	0.7850000038743019	5.493300004673074E-4	2.171610005199909
429000000000	0.9920400008559227	0.004658510006265715	2.1820099726319313
457500000000	0.64533999748528	0.003536199998052325	2.1746800169348717
553200000000	0.44975000247359276	0.0015821799916011514	2.171610005199909
677400000000	0.8875900022685528	6.189200030348729E-4	2.172700025141239
801600000000	0.618130000308156	0.0028665300415013917	2.1729500219225883
897300000000	0.3663400001823902	2.1075799895697855E-4	2.1722200140357018
925800000000	0.8494600020349026	4.930699988108245E-4	2.1725900173187256
1021500000000	0.7585700042545795	4.930370014335494E-4	2.172590024769306
1365600000000	0.7418200056999922	NULL	2.1681999936699867
1489800000000	0.8139700051397085	NULL	2.169650010764599
1614000000000	0.7854800000786781	NULL	2.169770009815693
1738200000000	0.9687500074505806	NULL	2.1701400130987167
1862400000000	2.488979995250702	NULL	2.1711100190877914
1986600000000	0.8965100012719631	NULL	2.17051000893116
2206500000000	0.5637100022286177	NULL	2.166279971599579
2426400000000	0.9236400090157986	NULL	2.1663999632000923
2454900000000	0.4353199992328882	NULL	2.165069967508316
59100000000	0.691669998690486	0.00489148000269779	2.1722300201654434
183300000000	0.9446400180459023	0.005291660017974209	2.1800799667835236
279000000000	0.6718699969351292	4.310769954827265E-4	2.171129994094372
307500000000	0.4312700033187866	0.0038365200198313687	2.1713700145483017
403200000000	0.73513999953866	6.3611000587116E-4	2.1719700172543526
431700000000	1.0226299986243248	0.0035621499955595937	2.1727100238204002
527400000000	1.0288500115275383	8.888100110198138E-4	2.172950029373169
651600000000	0.5707200020551682	4.3488699793670094E-4	2.1717200204730034
747300000000	0.6302400026470423	5.559900009757257E-4	2.1725800335407257
775800000000	1.0599499940872192	8.678499980305787E-4	2.174940012395382
871500000000	1.0068200007081032	6.351700030791108E-4	2.1728400215506554
900000000000	0.3625900009647012	2.05037998057378E-4	2.1721000149846077
995700000000	0.550459997728467	3.0134099961287575E-4	2.172230012714863
1339800000000	0.4964800011366606	NULL	2.167479991912842
