start_time,mean_CPU_usage,canonical_mem_usage,assigned_mem_usage,unmapped_page_cache_mem_usage,total_page_cache_mem_usage,max_mem_usage,mean_disk_IO_time,mean_local_disk_space_used,max_CPU_usage,max_disk_IO_time,CPI,MAI,sampled_CPU_usage,nr_of_tasks,scheduling_class
600000000.0,0.0009794,0.15393,0.1748,0.0009622999999999,0.0015726,0.15393,8.583e-06,0.0004082,0.020192,0.0011435,5.992,0.019519,0.0,2,3
900000000.0,0.0011311,0.15393,0.1748,0.0009785,0.0015877999999999,0.15393,4.768e-06,0.0004082,0.03225,0.0005007,6.863,0.02378,0.0,2,3
1200000000.0,0.0013885,0.15393,0.1748,0.0009899,0.0016003,0.15393,1.6217e-05,0.0004082,0.09158,0.0016435999999999,4.601,0.0133129999999999,0.0,2,3
1500000000.0,0.0013142,0.15393,0.1748,0.0009946,0.001605,0.15393,5.722e-06,0.0004082,0.01651,0.0004998,6.128,0.020744,0.0,2,3
1800000000.0,0.001091,0.15393,0.1748,0.0010004,0.0016108,0.15393,6.675e-06,0.0004082,0.015205,0.0009289,6.077999999999999,0.020286,0.0,2,3
2100000000.0,0.0008182,0.15393,0.1748,0.0010042,0.0016145999999999,0.15393,7.6297e-06,0.0004082,0.0389,0.00092893,6.782,0.0240599999999999,0.0,2,3
2400000000.0,0.0007762,0.15393,0.1748,0.001008,0.0016183999999999,0.15393,1.1444e-05,0.0004082,0.02593,0.0019996,5.874,0.019252,0.0,2,3
2700000000.0,0.0007429,0.15393,0.1748,0.0010109,0.0016212,0.15393,8.583e-06,0.0004082,0.015983,0.0012856,8.285,0.03034,0.0,2,3
3000000000.0,0.0009488999999999,0.15393,0.1748,0.0010146999999999,0.0016242,0.15393,1.4307e-05,0.0004082,0.014145,0.0022147,6.049,0.019905,0.0,2,3
3300000000.0,0.0007439,0.15393,0.1748,0.0010146999999999,0.0016240999999999,0.15393,1.52637e-05,0.0004082,0.02301,0.0027141,7.165,0.025323,0.0,2,3
3600000000.0,0.0010184999999999,0.15393,0.1748,0.0010176,0.001628,0.15393,1.4301e-05,0.0004082,0.016175,0.0015002,4.79,0.014442,0.0,2,3
3900000000.0,0.0011997,0.15393,0.1748,0.0010214,0.0016318,0.15393,1.04907e-05,0.0004082,0.0287,0.00135753,5.466,0.017915,0.0,2,3
4200000000.0,0.0009508,0.15393,0.1748,0.0010233,0.0016327,0.15393,5.722e-06,0.0004082,0.017601,0.0009289,5.274,0.016659,0.0,2,3
4500000000.0,0.0010747,0.15393,0.1748,0.0010186,0.0016278999999999,0.15393,1.8117e-05,0.0004082,0.0390299999999999,0.0022856,5.819,0.019956,0.0,2,3
4800000000.0,0.0011521,0.15393,0.1748,0.0010224,0.0016316999999999,0.15393,4.768e-06,0.0004082,0.02278,0.0003577,5.025,0.015465,0.0,2,3
5100000000.0,0.0008764,0.15393,0.1748,0.0010262,0.0016355,0.15393,4.7687e-06,0.0004082,0.03101,0.00049973,6.055,0.020634,0.0,2,3
5400000000.0,0.0009441,0.15393,0.1748,0.0010279999999999,0.0016394,0.15393,4.768e-06,0.0004082,0.03713,0.0008573999999999,4.800000000000001,0.015109,0.0,2,3
5700000000.0,0.0007505,0.15393,0.1748,0.0010318,0.0016422,0.15393,5.722e-06,0.0004082,0.013588,0.0009279,6.877000000000001,0.02539,0.0,2,3
