r2,loss,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-0.10342325481063105,0.00021508299687411636,7.241532564163208,True,False,,,1,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-03,1690458363,7.241532564163208,2607641,cool-unicorn,128.131.172.180,7.241532564163208,0,1,0.002162456512451172
-0.09039424214044979,0.0001972698955796659,4.888911485671997,True,False,,,2,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-08,1690458368,12.130444049835205,2607641,cool-unicorn,128.131.172.180,12.130444049835205,0,2,0.002162456512451172
-0.07773107401691708,0.00018213977455161512,5.039765119552612,True,False,,,3,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-13,1690458373,17.170209169387817,2607641,cool-unicorn,128.131.172.180,17.170209169387817,0,3,0.002162456512451172
-0.07459837460665425,0.0001765185152180493,4.853691577911377,True,False,,,4,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-18,1690458378,22.023900747299194,2607641,cool-unicorn,128.131.172.180,22.023900747299194,0,4,0.002162456512451172
-0.09590369650639276,0.0001869236584752798,5.013196706771851,True,False,,,5,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-23,1690458383,27.037097454071045,2607641,cool-unicorn,128.131.172.180,27.037097454071045,0,5,0.002162456512451172
-0.01318777374381116,7.869215187383816e-05,4.8567726612091064,True,False,,,6,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-28,1690458388,31.89387011528015,2607641,cool-unicorn,128.131.172.180,31.89387011528015,0,6,0.002162456512451172
-0.005791137638483102,7.200732216006145e-05,4.988240718841553,True,False,,,7,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-32,1690458392,36.882110834121704,2607641,cool-unicorn,128.131.172.180,36.882110834121704,0,7,0.002162456512451172
-0.002845519588154195,6.4540930907242e-05,4.863134860992432,True,False,,,8,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-37,1690458397,41.745245695114136,2607641,cool-unicorn,128.131.172.180,41.745245695114136,0,8,0.002162456512451172
0.00014499364618303064,5.9708869230234995e-05,5.020452260971069,True,False,,,9,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-42,1690458402,46.765697956085205,2607641,cool-unicorn,128.131.172.180,46.765697956085205,0,9,0.002162456512451172
5.888545155316563e-05,5.86792993999552e-05,4.869240999221802,True,False,,,10,d93b5_00009,cc8db2dcce4a4e738fc26169e7a50b1b,2023-07-27_13-46-47,1690458407,51.63493895530701,2607641,cool-unicorn,128.131.172.180,51.63493895530701,0,10,0.002162456512451172
